metric,status_code,status,alteration_type,median_in_iqr,comid,gageid
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8943685,10336600
Wet_Tim,0,indeterminate,late,FALSE,8943685,10336600
Peak_10,1,likely_unaltered,none_found,TRUE,8943685,10336600
Peak_2,1,likely_unaltered,none_found,TRUE,8943685,10336600
Peak_5,1,likely_unaltered,none_found,TRUE,8943685,10336600
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,8941733,10336645
DS_Tim,1,likely_unaltered,none_found,TRUE,8941733,10336645
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8941733,10336645
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8941733,10336645
FA_Mag,1,likely_unaltered,none_found,TRUE,8941733,10336645
FA_Tim,1,likely_unaltered,none_found,TRUE,8941733,10336645
SP_Dur,1,likely_unaltered,none_found,TRUE,8941733,10336645
SP_Mag,1,likely_unaltered,none_found,TRUE,8941733,10336645
SP_Tim,1,likely_unaltered,none_found,TRUE,8941733,10336645
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8941733,10336645
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,8941733,10336645
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8941733,10336645
Wet_Tim,0,indeterminate,unknown,TRUE,8941733,10336645
Peak_10,1,likely_unaltered,none_found,FALSE,8941733,10336645
Peak_2,1,likely_unaltered,none_found,TRUE,8941733,10336645
Peak_5,1,likely_unaltered,none_found,FALSE,8941733,10336645
DS_Dur_WS,0,indeterminate,unknown,TRUE,8941693,10336660
DS_Tim,1,likely_unaltered,none_found,TRUE,8941693,10336660
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8941693,10336660
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8941693,10336660
FA_Mag,1,likely_unaltered,none_found,TRUE,8941693,10336660
FA_Tim,1,likely_unaltered,none_found,TRUE,8941693,10336660
SP_Dur,1,likely_unaltered,none_found,TRUE,8941693,10336660
SP_Mag,0,indeterminate,unknown,TRUE,8941693,10336660
SP_Tim,0,indeterminate,unknown,TRUE,8941693,10336660
Wet_BFL_Dur,0,indeterminate,unknown,TRUE,8941693,10336660
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,8941693,10336660
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,8941693,10336660
Wet_Tim,0,indeterminate,unknown,TRUE,8941693,10336660
Peak_10,1,likely_unaltered,none_found,TRUE,8941693,10336660
Peak_2,-1,likely_altered,high,FALSE,8941693,10336660
Peak_5,1,likely_unaltered,none_found,FALSE,8941693,10336660
DS_Dur_WS,0,indeterminate,unknown,TRUE,8941685,10336676
DS_Tim,1,likely_unaltered,none_found,TRUE,8941685,10336676
DS_Mag_50,1,likely_unaltered,none_found,FALSE,8941685,10336676
DS_Mag_90,0,indeterminate,unknown,TRUE,8941685,10336676
FA_Mag,1,likely_unaltered,none_found,TRUE,8941685,10336676
FA_Tim,1,likely_unaltered,none_found,TRUE,8941685,10336676
SP_Dur,1,likely_unaltered,none_found,TRUE,8941685,10336676
SP_Mag,0,indeterminate,unknown,TRUE,8941685,10336676
SP_Tim,1,likely_unaltered,none_found,TRUE,8941685,10336676
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8941685,10336676
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,8941685,10336676
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8941685,10336676
Wet_Tim,0,indeterminate,unknown,TRUE,8941685,10336676
Peak_10,1,likely_unaltered,none_found,TRUE,8941685,10336676
Peak_2,1,likely_unaltered,none_found,FALSE,8941685,10336676
Peak_5,1,likely_unaltered,none_found,FALSE,8941685,10336676
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,8944527,10336770
DS_Tim,1,likely_unaltered,none_found,TRUE,8944527,10336770
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8944527,10336770
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8944527,10336770
FA_Mag,1,likely_unaltered,none_found,FALSE,8944527,10336770
FA_Tim,1,likely_unaltered,none_found,TRUE,8944527,10336770
SP_Dur,1,likely_unaltered,none_found,TRUE,8944527,10336770
SP_Mag,1,likely_unaltered,none_found,TRUE,8944527,10336770
SP_Tim,1,likely_unaltered,none_found,TRUE,8944527,10336770
Wet_BFL_Dur,-1,likely_altered,low,FALSE,8944527,10336770
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,8944527,10336770
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,8944527,10336770
Wet_Tim,-1,likely_altered,late,FALSE,8944527,10336770
Peak_10,1,likely_unaltered,none_found,TRUE,8944527,10336770
Peak_2,1,likely_unaltered,none_found,FALSE,8944527,10336770
Peak_5,1,likely_unaltered,none_found,TRUE,8944527,10336770
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,8944453,10336780
DS_Tim,1,likely_unaltered,none_found,TRUE,8944453,10336780
DS_Mag_50,1,likely_unaltered,none_found,TRUE,8944453,10336780
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8944453,10336780
FA_Mag,1,likely_unaltered,none_found,TRUE,8944453,10336780
FA_Tim,1,likely_unaltered,none_found,TRUE,8944453,10336780
SP_Dur,1,likely_unaltered,none_found,TRUE,8944453,10336780
SP_Mag,0,indeterminate,low,FALSE,8944453,10336780
SP_Tim,0,indeterminate,unknown,TRUE,8944453,10336780
Wet_BFL_Dur,0,indeterminate,unknown,TRUE,8944453,10336780
Wet_BFL_Mag_10,-1,likely_altered,high,FALSE,8944453,10336780
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,8944453,10336780
Wet_Tim,0,indeterminate,unknown,TRUE,8944453,10336780
Peak_10,1,likely_unaltered,none_found,TRUE,8944453,10336780
Peak_2,1,likely_unaltered,none_found,TRUE,8944453,10336780
Peak_5,1,likely_unaltered,none_found,TRUE,8944453,10336780
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,8933736,10340500
DS_Tim,1,likely_unaltered,none_found,TRUE,8933736,10340500
DS_Mag_50,0,indeterminate,unknown,TRUE,8933736,10340500
DS_Mag_90,0,indeterminate,high,FALSE,8933736,10340500
FA_Mag,-1,likely_altered,high,FALSE,8933736,10340500
FA_Tim,1,likely_unaltered,none_found,TRUE,8933736,10340500
SP_Dur,0,indeterminate,unknown,TRUE,8933736,10340500
SP_Mag,0,indeterminate,unknown,TRUE,8933736,10340500
SP_Tim,0,indeterminate,unknown,TRUE,8933736,10340500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,8933736,10340500
Wet_BFL_Mag_10,0,indeterminate,unknown,TRUE,8933736,10340500
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,8933736,10340500
Wet_Tim,1,likely_unaltered,none_found,FALSE,8933736,10340500
Peak_10,1,likely_unaltered,none_found,FALSE,8933736,10340500
Peak_2,1,likely_unaltered,none_found,TRUE,8933736,10340500
Peak_5,1,likely_unaltered,none_found,TRUE,8933736,10340500
DS_Dur_WS,0,indeterminate,unknown,TRUE,8933522,10343500
DS_Tim,1,likely_unaltered,none_found,TRUE,8933522,10343500
DS_Mag_50,0,indeterminate,unknown,TRUE,8933522,10343500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,8933522,10343500
FA_Mag,1,likely_unaltered,none_found,TRUE,8933522,10343500
FA_Tim,1,likely_unaltered,none_found,TRUE,8933522,10343500
SP_Dur,1,likely_unaltered,none_found,TRUE,8933522,10343500
SP_Mag,0,indeterminate,low,FALSE,8933522,10343500
SP_Tim,0,indeterminate,unknown,TRUE,8933522,10343500
Wet_BFL_Dur,0,indeterminate,unknown,TRUE,8933522,10343500
Wet_BFL_Mag_10,0,indeterminate,unknown,TRUE,8933522,10343500
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,8933522,10343500
Wet_Tim,0,indeterminate,unknown,TRUE,8933522,10343500
Peak_10,1,likely_unaltered,none_found,TRUE,8933522,10343500
Peak_2,1,likely_unaltered,none_found,TRUE,8933522,10343500
Peak_5,1,likely_unaltered,none_found,TRUE,8933522,10343500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20314584,10360900
DS_Tim,1,likely_unaltered,none_found,TRUE,20314584,10360900
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20314584,10360900
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20314584,10360900
FA_Dur,1,likely_unaltered,none_found,FALSE,20314584,10360900
FA_Mag,1,likely_unaltered,none_found,TRUE,20314584,10360900
FA_Tim,1,likely_unaltered,none_found,TRUE,20314584,10360900
SP_ROC,1,likely_unaltered,none_found,TRUE,20314584,10360900
SP_Dur,1,likely_unaltered,none_found,TRUE,20314584,10360900
SP_Mag,1,likely_unaltered,none_found,TRUE,20314584,10360900
SP_Tim,1,likely_unaltered,none_found,TRUE,20314584,10360900
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20314584,10360900
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20314584,10360900
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,20314584,10360900
Wet_Tim,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_Dur_10,-1,likely_altered,high,FALSE,20314584,10360900
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_10,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_2,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_5,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20314584,10360900
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20314584,10360900
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20331150,11023310
DS_Tim,1,likely_unaltered,none_found,TRUE,20331150,11023310
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20331150,11023310
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20331150,11023310
FA_Dur,1,likely_unaltered,none_found,TRUE,20331150,11023310
FA_Mag,1,likely_unaltered,none_found,TRUE,20331150,11023310
FA_Tim,1,likely_unaltered,none_found,TRUE,20331150,11023310
SP_ROC,1,likely_unaltered,none_found,FALSE,20331150,11023310
SP_Dur,1,likely_unaltered,none_found,TRUE,20331150,11023310
SP_Mag,1,likely_unaltered,none_found,TRUE,20331150,11023310
SP_Tim,1,likely_unaltered,none_found,TRUE,20331150,11023310
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20331150,11023310
Wet_BFL_Mag_10,0,indeterminate,high,FALSE,20331150,11023310
Wet_BFL_Mag_50,1,likely_unaltered,none_found,FALSE,20331150,11023310
Wet_Tim,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_Dur_10,-1,likely_altered,high,FALSE,20331150,11023310
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_10,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_2,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_5,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_Fre_10,-1,likely_altered,high,FALSE,20331150,11023310
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20331150,11023310
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20331150,11023310
DS_Dur_WS,1,likely_unaltered,none_found,FALSE,20331242,11023325
DS_Tim,1,likely_unaltered,none_found,FALSE,20331242,11023325
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20331242,11023325
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20331242,11023325
FA_Dur,1,likely_unaltered,none_found,FALSE,20331242,11023325
FA_Mag,1,likely_unaltered,none_found,TRUE,20331242,11023325
FA_Tim,1,likely_unaltered,none_found,FALSE,20331242,11023325
SP_ROC,1,likely_unaltered,none_found,FALSE,20331242,11023325
SP_Dur,1,likely_unaltered,none_found,FALSE,20331242,11023325
SP_Mag,1,likely_unaltered,none_found,FALSE,20331242,11023325
SP_Tim,1,likely_unaltered,none_found,TRUE,20331242,11023325
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20331242,11023325
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,20331242,11023325
Wet_BFL_Mag_50,-1,likely_altered,high,FALSE,20331242,11023325
Wet_Tim,1,likely_unaltered,none_found,FALSE,20331242,11023325
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20331242,11023325
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,20331242,11023325
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20331242,11023325
Peak_10,1,likely_unaltered,none_found,FALSE,20331242,11023325
Peak_2,1,likely_unaltered,none_found,TRUE,20331242,11023325
Peak_5,1,likely_unaltered,none_found,TRUE,20331242,11023325
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20331242,11023325
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,20331242,11023325
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20331242,11023325
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20344355,11031500
DS_Tim,1,likely_unaltered,none_found,TRUE,20344355,11031500
DS_Mag_50,1,likely_unaltered,none_found,FALSE,20344355,11031500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20344355,11031500
FA_Dur,-1,likely_altered,low,FALSE,20344355,11031500
FA_Mag,1,likely_unaltered,none_found,TRUE,20344355,11031500
FA_Tim,1,likely_unaltered,none_found,TRUE,20344355,11031500
SP_ROC,1,likely_unaltered,none_found,TRUE,20344355,11031500
SP_Dur,1,likely_unaltered,none_found,TRUE,20344355,11031500
SP_Mag,1,likely_unaltered,none_found,FALSE,20344355,11031500
SP_Tim,1,likely_unaltered,none_found,TRUE,20344355,11031500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20344355,11031500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20344355,11031500
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,20344355,11031500
Wet_Tim,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_10,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_2,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_5,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20344355,11031500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20344355,11031500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20343211,11033000
DS_Tim,1,likely_unaltered,none_found,TRUE,20343211,11033000
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20343211,11033000
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20343211,11033000
FA_Dur,1,likely_unaltered,none_found,TRUE,20343211,11033000
FA_Mag,1,likely_unaltered,none_found,TRUE,20343211,11033000
FA_Tim,1,likely_unaltered,none_found,TRUE,20343211,11033000
SP_ROC,1,likely_unaltered,none_found,FALSE,20343211,11033000
SP_Dur,1,likely_unaltered,none_found,TRUE,20343211,11033000
SP_Mag,0,indeterminate,high,FALSE,20343211,11033000
SP_Tim,1,likely_unaltered,none_found,TRUE,20343211,11033000
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20343211,11033000
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20343211,11033000
Wet_BFL_Mag_50,0,indeterminate,high,FALSE,20343211,11033000
Wet_Tim,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_10,1,likely_unaltered,none_found,FALSE,20343211,11033000
Peak_2,-1,likely_altered,high,FALSE,20343211,11033000
Peak_5,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20343211,11033000
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20343211,11033000
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20343093,11037700
DS_Tim,1,likely_unaltered,none_found,TRUE,20343093,11037700
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20343093,11037700
DS_Mag_90,0,indeterminate,unknown,TRUE,20343093,11037700
FA_Dur,1,likely_unaltered,none_found,TRUE,20343093,11037700
FA_Mag,1,likely_unaltered,none_found,TRUE,20343093,11037700
FA_Tim,1,likely_unaltered,none_found,TRUE,20343093,11037700
SP_ROC,1,likely_unaltered,none_found,FALSE,20343093,11037700
SP_Dur,1,likely_unaltered,none_found,TRUE,20343093,11037700
SP_Mag,1,likely_unaltered,none_found,FALSE,20343093,11037700
SP_Tim,1,likely_unaltered,none_found,TRUE,20343093,11037700
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20343093,11037700
Wet_BFL_Mag_10,1,likely_unaltered,none_found,FALSE,20343093,11037700
Wet_BFL_Mag_50,0,indeterminate,high,FALSE,20343093,11037700
Wet_Tim,1,likely_unaltered,none_found,TRUE,20343093,11037700
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20343093,11037700
Peak_Dur_2,1,likely_unaltered,none_found,FALSE,20343093,11037700
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20343093,11037700
Peak_10,1,likely_unaltered,none_found,FALSE,20343093,11037700
Peak_2,1,likely_unaltered,none_found,TRUE,20343093,11037700
Peak_5,1,likely_unaltered,none_found,FALSE,20343093,11037700
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20343093,11037700
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20343093,11037700
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20343093,11037700
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20351605,11046300
DS_Tim,1,likely_unaltered,none_found,TRUE,20351605,11046300
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20351605,11046300
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20351605,11046300
FA_Dur,1,likely_unaltered,none_found,FALSE,20351605,11046300
FA_Mag,1,likely_unaltered,none_found,TRUE,20351605,11046300
FA_Tim,1,likely_unaltered,none_found,FALSE,20351605,11046300
SP_ROC,1,likely_unaltered,none_found,TRUE,20351605,11046300
SP_Dur,1,likely_unaltered,none_found,TRUE,20351605,11046300
SP_Mag,1,likely_unaltered,none_found,TRUE,20351605,11046300
SP_Tim,1,likely_unaltered,none_found,TRUE,20351605,11046300
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20351605,11046300
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20351605,11046300
Wet_BFL_Mag_50,0,indeterminate,high,FALSE,20351605,11046300
Wet_Tim,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_10,1,likely_unaltered,none_found,FALSE,20351605,11046300
Peak_2,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_5,1,likely_unaltered,none_found,FALSE,20351605,11046300
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20351605,11046300
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20351605,11046300
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20350533,11046500
DS_Tim,1,likely_unaltered,none_found,TRUE,20350533,11046500
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20350533,11046500
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20350533,11046500
FA_Dur,1,likely_unaltered,none_found,TRUE,20350533,11046500
FA_Mag,1,likely_unaltered,none_found,FALSE,20350533,11046500
FA_Tim,1,likely_unaltered,none_found,TRUE,20350533,11046500
SP_ROC,1,likely_unaltered,none_found,FALSE,20350533,11046500
SP_Dur,1,likely_unaltered,none_found,TRUE,20350533,11046500
SP_Mag,0,indeterminate,unknown,TRUE,20350533,11046500
SP_Tim,1,likely_unaltered,none_found,TRUE,20350533,11046500
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20350533,11046500
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20350533,11046500
Wet_BFL_Mag_50,0,indeterminate,unknown,TRUE,20350533,11046500
Wet_Tim,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_10,1,likely_unaltered,none_found,FALSE,20350533,11046500
Peak_2,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_5,1,likely_unaltered,none_found,FALSE,20350533,11046500
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_Fre_2,1,likely_unaltered,none_found,TRUE,20350533,11046500
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20350533,11046500
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,20355480,11048553
DS_Tim,1,likely_unaltered,none_found,TRUE,20355480,11048553
DS_Mag_50,1,likely_unaltered,none_found,TRUE,20355480,11048553
DS_Mag_90,1,likely_unaltered,none_found,TRUE,20355480,11048553
FA_Dur,1,likely_unaltered,none_found,TRUE,20355480,11048553
FA_Mag,1,likely_unaltered,none_found,TRUE,20355480,11048553
FA_Tim,1,likely_unaltered,none_found,TRUE,20355480,11048553
SP_ROC,1,likely_unaltered,none_found,TRUE,20355480,11048553
SP_Dur,1,likely_unaltered,none_found,TRUE,20355480,11048553
SP_Mag,1,likely_unaltered,none_found,TRUE,20355480,11048553
SP_Tim,1,likely_unaltered,none_found,TRUE,20355480,11048553
Wet_BFL_Dur,1,likely_unaltered,none_found,TRUE,20355480,11048553
Wet_BFL_Mag_10,1,likely_unaltered,none_found,TRUE,20355480,11048553
Wet_BFL_Mag_50,1,likely_unaltered,none_found,TRUE,20355480,11048553
Wet_Tim,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_Dur_10,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_Dur_2,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_Dur_5,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_10,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_2,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_5,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_Fre_10,1,likely_unaltered,none_found,TRUE,20355480,11048553
Peak_Fre_2,1,likely_unaltered,none_found,FALSE,20355480,11048553
Peak_Fre_5,1,likely_unaltered,none_found,TRUE,20355480,11048553
DS_Dur_WS,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Tim,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Mag_50,1,likely_unaltered,none_found,TRUE,22555344,11058600
DS_Mag_90,1,likely_unaltered,none_found,TRUE,22555344,11058600
FA_Dur,1,likely_unaltered,none_found,TRUE,22555344,11058600
FA_Mag,1,likely_unaltered,none_found,TRUE,22555344,11058600
FA_Tim,1,likely_unaltered,none_found,FALSE,22555344,11058600
SP_ROC,1,likely_unaltered,none_found,TRUE,22555344,11058600
